job_name,salary,company,work_addr,work_year,education,company_size,state,welfare,modify_time,
高级java开发工程师,10K-15K,江苏猎宝网络科技股份有限公司,南京-玄武区,3-5年,本科,100-499人,民营,年底双薪/绩效奖金/加班补助/带薪年假/节日福利,2019-04-23 11:26:39,
java开发工程师 （后台开发）,8K-10K,南京木子玉信息技术有限公司,南京,1-3年,本科,20-99人,股份制企业,员工旅游/节日福利/周末双休/免费班车/定期体检,2019-04-23 19:06:52,
JAVA开发工程师,4K-6K,济南聚仁信息技术有限公司,南京,1-3年,大专,20-99人,民营,五险一金/带薪年假,2019-04-23 17:21:35,
java开发实习生,3K-4.5K,江苏智慧数字认证有限公司,南京,无经验,本科,20-99人,民营,五险一金/餐补/带薪年假/周末双休/节日福利,2019-04-23 15:53:52,
Java开发工程师,7K-10K,江苏开博信息科技有限公司,南京,1-3年,大专,20-99人,民营,五险一金/绩效奖金/交通补助/带薪年假/员工旅游,2019-04-24 15:46:38,
Java开发工程师,10K-15K,南京中益达信息科技有限公司,南京,3-5年,本科,20-99人,民营,五险一金/年底双薪/绩效奖金/节日福利/餐补,2019-04-22 14:03:52,
java开发工程师,12K-20K,飞友科技有限公司,南京,3-5年,本科,100-499人,民营,周末双休/五险一金/补充医疗保险/定期体检/员工旅游,2019-04-22 14:19:00,
高级软件开发工程师（java方向，南京）,4K-6K,南京正诺软件技术有限公司,南京,不限,大专,100-499人,民营,五险一金/绩效奖金/每年多次调薪/年底双薪/周末双休,2019-04-23 09:25:55,
java开发工程师,8K-10K,江苏万川医疗健康产业集团有限公司,南京-建邺区,1-3年,本科,100-499人,股份制企业,五险一金/绩效奖金/餐补/交通补助/通讯补助,2019-04-24 08:57:11,
java开发工程师,10K-15K,北京北纬通信科技股份有限公司,南京-建邺区,3-5年,本科,1000-9999人,上市公司,周末双休/五险一金/餐补/通讯补助/带薪年假,2019-04-22 17:49:18,
java开发工程师（金融方向）,12K-24K,南京恒略信息技术有限公司,南京-浦口区,3-5年,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/带薪年假,2019-04-23 21:43:41,
java开发工程师,8K-14K,南京华得瑞科技有限责任公司,南京-鼓楼区,1-3年,本科,20-99人,民营,五险一金/定期体检/带薪年假/节日福利/绩效奖金,2019-04-22 09:03:45,
软件开发工程师 Java开发工程师,6K-8K,南京盈仟隆信息科技有限公司,南京,1-3年,本科,20-99人,民营,五险一金/交通补助/节日福利/绩效奖金/项目奖金,2019-04-22 15:43:19,
Java 开发工程师-物联网方向,8K-13K,太通建设有限公司,南京-雨花台区,3-5年,大专,100-499人,民营,包住/包吃/带薪年假/弹性工作/节日福利,2019-04-24 17:29:27,
对日java开发工程师,10K-20K,杭州优灿科技有限公司,南京,不限,不限,500-999人,合资,五险一金/交通补助/弹性工作/节日福利,2019-04-24 08:59:26,
java高级开发工程师,15K-30K,南京积生活电子商务有限公司,南京,5-10年,大专,100-499人,股份制企业,创业公司/周末双休/交通补助/餐补/通讯补助,2019-04-22 09:28:00,
Android软件开发工程师,8K-15K,天派电子（深圳）有限公司南京研发中心,南京,1-3年,本科,1000-9999人,上市公司,五险一金/年底双薪/绩效奖金/定期体检/员工旅游,2019-04-24 00:52:00,
android高级开发工程师,13K-20K,江苏斑马软件技术有限公司,南京,3-5年,本科,100-499人,民营,创业公司/绩效奖金/弹性工作/带薪年假/节日福利,2019-04-24 00:50:54,
Java服务端开发工程师  ,20K-30K,苏州米牛电子商务有限公司,南京-鼓楼区,3-5年,本科,20-99人,民营,加班补助/餐补/全勤奖/带薪年假/定期体检,2019-04-23 10:57:54,
Java开发工程师,8K-12K,南京埃德媒互联网科技有限公司,南京-栖霞区,1-3年,本科,20-99人,民营,五险一金/交通补助/餐补/节日福利/弹性工作,2019-04-24 10:20:40,
php开发工程师,4K-6K,南京易欣博软件技术有限公司,南京,无经验,大专,100-499人,民营,五险一金/绩效奖金/加班补助/包住/交通补助,2019-04-24 15:05:10,
中级java软件开发工程师,8K-10K,江苏润无声科技有限公司,南京,1-3年,本科,20-99人,民营,五险一金/加班补助,2019-04-22 15:48:16,
高级java开发工程师（数据方向）,8K-10K,农芯科技(北京)有限责任公司,南京,3-5年,本科,100-499人,事业单位,五险一金/年底双薪/绩效奖金/餐补/带薪年假,2019-04-23 16:55:53,
java开发工程师,6K-10K,上海致宇信息技术有限公司,南京-浦口区,1-3年,本科,100-499人,民营,五险一金/年底双薪/带薪年假/定期体检,2019-04-24 15:02:29,
中级java开发工程师（南京，银行项目）,10K-15K,上海致宇信息技术有限公司,南京-浦口区,3-5年,本科,100-499人,民营,五险一金/年底双薪/带薪年假/定期体检,2019-04-24 15:53:34,
java开发工程师,6K-10K,北京中科奥创科技有限公司,南京,1-3年,本科,20-99人,股份制企业,五险一金/绩效奖金/包住/周末双休/节日福利,2019-04-24 10:45:57,
java开发工程师,2K-4K,南京三捷科技有限公司,南京,不限,大专,20-99人,民营,五险一金/包住,2019-04-23 18:20:23,
android开发工程师,5K-10K,江苏慧禾融智信息技术有限公司,南京-建邺区,不限,本科,20-99人,民营,五险一金/年底双薪/绩效奖金/餐补/员工旅游,2019-04-24 13:15:35,
Java平台研发工程师,12K-15K,南京麦思伦信息科技有限公司,南京-江宁区,3-5年,本科,100-499人,民营,五险一金/年底双薪/绩效奖金/带薪年假/免费班车,2019-04-24 19:16:13,
java开发工程师,10K-15K,南京览笛信息科技有限公司,南京,3-5年,大专,100-499人,股份制企业,五险一金/周末双休/年底双薪/带薪年假/弹性工作,2019-04-24 14:12:15,
视频通信软件开发工程师,10K-15K,南京南方电讯有限公司,南京-秦淮区,3-5年,本科,100-499人,国企,五险一金/绩效奖金/全勤奖/交通补助/餐补,2019-04-24 19:12:11,
后端开发工程师,10K-17K,南京道群医药有限公司,南京-建邺区,3-5年,大专,100-499人,民营,五险一金/绩效奖金/交通补助/带薪年假/年底双薪,2019-04-24 16:56:06,
java开发工程师,8K-15K,江苏泰赋星通信技术有限公司,南京,1-3年,大专,20-99人,民营,五险一金/年底双薪/绩效奖金/节日福利/带薪年假,2019-04-23 13:39:11,
java开发工程师,10K-15K,江苏健帆信息技术有限公司,南京,3-5年,大专,20-99人,民营,五险一金/餐补/带薪年假/不加班/节日福利,2019-04-23 00:50:41,
java开发工程师,12K-22K,上海新朋程信息科技有限公司,南京,3-5年,本科,100-499人,民营,周末双休/五险一金/绩效奖金/加班补助/全勤奖,2019-04-22 11:09:20,
中级java开发工程师,7K-12K,南京拓界信息技术有限公司,南京,3-5年,本科,100-499人,民营,五险一金/年底双薪/加班补助/餐补/带薪年假,2019-04-23 13:34:07,
java开发工程师(南京总部）,6K-10K,宁波泰博达信息技术有限公司,南京,1-3年,本科,20-99人,民营,五险一金/年底双薪/餐补/通讯补助/定期体检,2019-04-23 16:51:34,
java工程师,8K-12K,智汇神州信息发展有限公司,南京,3-5年,本科,20-99人,国企,节日福利/五险一金/餐补/补充医疗保险/高温补贴,2019-04-24 18:20:17,
android开发工程师,10K-20K,众能联合数字技术有限公司,南京-雨花台区,3-5年,本科,100-499人,民营,五险一金/带薪年假/餐补/节日福利/创业公司,2019-04-23 10:31:47,
php开发工程师,8K-15K,南京众汇成信息科技有限公司,南京,3-5年,本科,20人以下,民营,五险一金/绩效奖金/员工旅游/公司重点项目/弹性工作,2019-04-24 11:21:33,
IT系统实施开发工程师,8K-12K,南京圣迪奥时装有限公司,南京,5-10年,本科,10000人以上,民营,包住/节日福利/免费班车/交通补助/五险一金,2019-04-24 09:05:58,
JAVA开发工程师,8K-10K,南京睿帆软件科技有限公司,南京,1-3年,本科,20-99人,民营,五险一金/年底双薪/绩效奖金/包住/通讯补助,2019-04-24 18:03:39,
Java高级主管、技术开发部经理、Java高级工程师,15K-20K,南京贞观互联网科技有限公司,南京,3-5年,不限,20-99人,民营,五险一金/绩效奖金/全勤奖/交通补助/餐补,2019-04-21 20:01:44,
JAVA高级开发工程师,10K-20K,北京思诺博信息技术股份有限公司,南京-鼓楼区,5-10年,本科,100-499人,合资,节日福利/五险一金/年底双薪/带薪年假/定期体检,2019-04-24 15:45:12,
java开发工程师,6K-8K,南京桓瑞软件科技有限公司,南京,1-3年,不限,20-99人,民营,,2019-04-22 11:14:38,
java开发工程师,6K-8K,上海幻棱信息科技有限公司南京分公司,南京,1-3年,大专,20-99人,民营,五险一金/绩效奖金/带薪年假/定期体检/周末双休,2019-04-22 14:02:54,
Java工程师,15K-25K,南京粒聚智能科技有限公司,南京,3-5年,本科,20-99人,民营,创业公司/五险一金/加班补助/带薪年假/弹性工作,2019-04-24 19:01:40,
Java高级开发工程师,8K-15K,冠群信息技术(南京)有限公司,南京,3-5年,大专,100-499人,民营,五险一金/绩效奖金/节日福利/带薪年假/周末双休,2019-04-23 18:26:03,
Java开发工程师（银行软件）,5K-10K,南京鑫元数信息科技有限公司,南京,1-3年,本科,20人以下,民营,五险一金/年底双薪/节日福利/周末双休,2019-04-24 17:02:26,
JAVA,10K-15K,南京黑石电子科技有限公司,南京,5-10年,大专,20-99人,民营,周末双休/五险一金/节日福利/绩效奖金/股票期权,2019-04-24 19:19:53,
Java开发工程师,9K-15K,南京中益达信息科技有限公司,南京,3-5年,大专,20-99人,民营,五险一金/年底双薪/绩效奖金/员工旅游/节日福利,2019-04-22 14:03:52,
java软件工程师,15K-20K,深圳市网新新思软件有限公司,南京-雨花台区,5-10年,本科,1000-9999人,上市公司,五险一金/带薪年假/定期体检/不加班/节日福利,2019-04-24 00:51:53,
资深java工程师（APP端）,15K-20K,合肥维天运通信息科技股份有限公司,南京-雨花台区,3-5年,本科,500-999人,民营,每年多次调薪/五险一金/绩效奖金/带薪年假/节日福利,2019-04-24 14:10:48,
java,8K-12K,青岛易联万家科技有限公司,南京,3-5年,本科,20-99人,民营,五险一金/节日福利,2019-04-24 10:33:06,
java工程师,10K-15K,北京汉克时代科技有限公司,南京,3-5年,本科,1000-9999人,民营,五险一金/员工旅游/定期体检/节日福利,2019-04-24 19:29:39,
GIS软件开发工程师,15K-20K,飞燕航空遥感技术有限公司江苏分公司,南京-秦淮区,不限,本科,20-99人,民营,住房补贴/绩效奖金/交通补助/餐补/房补,2019-04-24 18:29:02,
java,6K-8K,广州市易杰数码科技有限公司,南京,1年以下,本科,100-499人,合资,周末双休/五险一金/带薪年假/餐补,2019-04-24 00:52:21,
Android开发工程师[南京],8K-10K,江苏小桥流水科技股份有限公司,南京,1-3年,本科,100-499人,股份制企业,五险一金/交通补助/餐补/通讯补助/节日福利,2019-04-24 15:17:29,
java开发工程师,9K-13K,江苏智慧数字认证有限公司,南京,1-3年,本科,20-99人,民营,五险一金/餐补/带薪年假/每年多次调薪/周末双休,2019-04-23 15:55:58,
java开发工程师（数据方向）,6K-8K,农芯科技(北京)有限责任公司,南京,1-3年,本科,100-499人,事业单位,五险一金/年底双薪/绩效奖金/餐补/带薪年假,2019-04-23 16:58:23,
java实习开发工程师,3K-5K,南京巅峰数据服务有限公司,南京,无经验,大专,20-99人,民营,五险一金/绩效奖金/带薪年假/年底双薪/包住,2019-04-22 10:06:28,
java软件开发实训生,4K-6K,南京正诺软件技术有限公司,南京,不限,大专,100-499人,民营,五险一金/绩效奖金/每年多次调薪/年底双薪/周末双休,2019-04-23 09:25:55,
平台开发维护岗(java、数据集市),20K-30K,江苏鑫合易家信息技术有限责任公司,南京,3-5年,本科,20-99人,合资,五险一金/绩效奖金/餐补/通讯补助/带薪年假,2019-04-22 09:33:10,
java高级开发工程师,15K-20K,上海新朋程信息科技有限公司,南京,3-5年,本科,100-499人,民营,周末双休/五险一金/绩效奖金/加班补助/全勤奖,2019-04-22 11:09:22,
Java软件开发工程师,6K-8K,南京希迪麦德软件有限公司,南京,1-3年,本科,20-99人,民营,五险一金,2019-04-24 09:56:44,
Java工程师,8K-10K,江苏金恒信息科技股份有限公司,南京,3-5年,本科,100-499人,股份制企业,14薪/周末双休/五险一金/绩效奖金/加班补助,2019-04-24 09:46:22,
Java软件工程师,4K-6K,南京三商电脑软件开发有限公司,南京-建邺区,不限,大专,20-99人,外商独资,五险一金/加班补助/带薪年假/年底双薪,2019-04-24 10:50:18,
高级Java软件工程师,7K-14K,南京云白信息科技有限公司,南京,3-5年,大专,20-99人,民营,周末双休/绩效奖金/带薪年假/节日福利/定期体检,2019-04-24 10:36:38,
web前端开发实习生/web开发助理接收,3K-6K,阜宁阜惠科技信息有限公司,南京,不限,大专,20-99人,合资,五险一金/年底双薪/绩效奖金/加班补助/全勤奖,2019-04-24 09:56:55,
带薪实习嵌入式软件开发,3K-5K,南京网燃网络科技有限公司,南京,不限,大专,100-499人,股份制企业,住房补贴/周末双休/五险一金/年底双薪/餐补,2019-04-24 10:52:04,
python开发,6K-8K,成都迈锐特信息技术有限公司南京分公司,南京-秦淮区,不限,大专,500-999人,民营,五险一金/年底双薪/加班补助/通讯补助/弹性工作,2019-04-24 15:19:03,
java开发工程师,10K-20K,江苏鑫合易家信息技术有限责任公司,南京,1-3年,本科,20-99人,合资,五险一金/餐补/交通补助/通讯补助/带薪年假,2019-04-22 09:33:10,
JAVA开发（江苏智恒本部）,6K-12K,南京坦道信息科技有限公司,南京,1-3年,本科,100-499人,民营,住房补贴/五险一金/餐补/通讯补助,2019-04-23 14:10:55,
JAVA开发工程师（中级）,5K-8K,南京如燕信息科技有限公司,南京,1-3年,本科,100-499人,民营,五险一金/绩效奖金/带薪年假/节日福利/员工旅游,2019-04-23 13:55:42,
Java开发,8K-12K,南京瀚和软件技术有限公司,南京,1-3年,大专,100-499人,民营,五险一金/年底双薪/定期体检/加班补助,2019-04-24 08:59:14,
Java开发工程师[中级](自主研发 web后端）,10K-15K,南京微源互联网络科技有限公司,南京,1-3年,大专,20-99人,民营,五险一金/周末双休/绩效奖金/交通补助/弹性工作,2019-04-23 09:59:51,
java开发工程师实习生,2K-4K,南京坦道信息科技有限公司,南京-鼓楼区,不限,本科,100-499人,民营,五险一金/通讯补助/带薪年假/餐补/年底双薪,2019-04-23 14:10:55,
java开发工程师,8K-13K,江苏聚卓信息技术有限公司,南京,1-3年,大专,100-499人,其它,加班补助/弹性工作/交通补助/五险一金/定期体检,2019-04-23 09:36:06,
计算机开发助理,4K-6K,才秀集团,南京,不限,中专,1000-9999人,股份制企业,五险一金/全勤奖/包吃/年底双薪/绩效奖金,2019-04-24 11:03:14,
Trainee Program_开发工程师,6K-8K,源讯信息技术(中国)有限公司,南京-浦口区,无经验,本科,500-999人,外商独资,五险一金/通讯补助/带薪年假/弹性工作/补充医疗保险,2019-04-24 13:47:46,
前端开发工程师（南京）,10K-15K,深圳市拓保软件有限公司南京分公司,南京,1-3年,大专,1000-9999人,民营,五险一金/定期体检/免费班车/员工旅游/节日福利,2019-04-24 00:51:42,
java技术经理,15K-23K,江苏中路交通科学技术有限公司,南京,5-10年,大专,100-499人,民营,五险一金/交通补助/餐补/定期体检/节日福利,2019-04-24 19:24:25,
gis开发实习生,6K-8K,江苏科博空间信息科技有限公司,南京,无经验,本科,20-99人,民营,创业公司/五险一金/节日福利/住房补贴/包住,2019-04-24 19:20:07,
java工程师,6K-12K,南京杰谱企业管理咨询有限公司,南京-雨花台区,不限,本科,100-499人,民营,带薪年假/加班补助/全勤奖/节日福利/周末双休,2019-04-24 14:11:53,
兼职JAVA/UI讲师,1.5K-3K,江苏创度优易网络科技有限公司,南京,1-3年,本科,20-99人,学校/下级学院,,2019-04-24 19:22:10,
java软件开发工程师（实习岗）,3K-4.5K,南京瑞玥科技有限公司,南京,不限,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/包住/餐补,2019-04-24 10:51:08,
JAVA软件开发工程师,8K-10K,南京慧智灵杰信息技术有限公司,南京,1-3年,大专,20-99人,民营,每年多次调薪/五险一金/绩效奖金/带薪年假/弹性工作,2019-04-22 13:56:48,
java高级工程师(偏物联网),15K-20K,南京秒品物联网科技有限公司,南京,3-5年,本科,20人以下,民营,绩效奖金/股票期权/弹性工作,2019-04-24 18:24:08,
C++软件开发工程师,10K-18K,南京优泰科技发展有限公司,南京,1-3年,本科,20-99人,民营,交通补助/餐补,2019-04-24 17:50:14,
（C++/WEB/PHP）编程开发项目带薪岗前实训,4K-8K,南京华信智原教育科技有限公司,南京,无经验,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/加班补助/包住,2019-04-24 09:53:50,
中级Java软件工程师,10K-13K,上海允弈信息科技有限公司,南京,3-5年,本科,20-99人,民营,弹性工作/员工旅游/五险一金/周末双休/节日福利,2019-04-24 09:51:30,
中兴直招Java工程师/储备干部,5K-8K,中兴软件技术(济南)有限公司南京分公司,南京,不限,大专,1000-9999人,合资,五险一金/年底双薪/交通补助/餐补/通讯补助,2019-04-24 10:27:18,
网络开发+运营+实习期+4k起薪,6K-8K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,外商独资,五险一金/年底双薪/绩效奖金/包住/包吃,2019-04-24 11:07:03,
java软件工程师,5K-10K,南京圣唯思科技有限公司,南京,3-5年,本科,20-99人,民营,五险一金/包吃/加班补助/通讯补助/带薪年假,2019-04-24 16:02:16,
java高级工程师,10K-15K,旻投电力发展有限公司,南京-江宁区,1-3年,本科,500-999人,民营,周末双休/五险一金/餐补/定期体检,2019-04-24 14:53:11,
JAVA开发工程师,8K-10K,杭州展鸿科技有限公司,南京,1-3年,本科,100-499人,民营,五险一金/年底双薪/股票期权/采暖补贴/带薪年假,2019-04-24 17:24:03,
java开发工程师,10K-12K,南京恒略信息技术有限公司,南京,3-5年,本科,100-499人,民营,五险一金/年底双薪/绩效奖金/带薪年假/补充医疗保险,2019-04-23 21:43:32,
Java开发工程师,5K-8K,肾泰网健康科技(南京)有限公司,南京-栖霞区,1-3年,本科,100-499人,合资,节日福利/五险一金/餐补/弹性工作/定期体检,2019-04-24 15:40:33,
Java开发工程师,8K-12K,合荣欣业信息技术有限公司,南京-秦淮区,1-3年,本科,500-999人,民营,五险一金/年底双薪/绩效奖金/餐补/带薪年假,2019-04-24 13:49:04,
android开发工程师,5K-10K,江苏慧禾融智信息技术有限公司,南京-建邺区,不限,本科,20-99人,民营,五险一金/年底双薪/绩效奖金/餐补/员工旅游,2019-04-24 13:15:35,
 高级java后端开发人员,12K-24K,南京维拓科技股份有限公司,南京-雨花台区,3-5年,大专,100-499人,民营,五险一金/绩效奖金/股票期权/餐补/带薪年假,2019-04-23 15:16:21,
Java中级开发工程师,6K-12K,冠群信息技术(南京)有限公司,南京,不限,大专,100-499人,民营,五险一金/绩效奖金/节日福利/带薪年假/周末双休,2019-04-23 18:26:03,
软件开发工程师,8K-10K,江苏辰特安防科技股份有限公司,南京,不限,本科,20人以下,股份制企业,餐补/加班补助/五险一金,2019-04-24 19:16:59,
开发工程师,8K-15K,江苏梓如电子商务股份有限公司,南京,3-5年,本科,500-999人,股份制企业,五险一金/周末双休/绩效奖金/带薪年假/节日福利,2019-04-24 19:24:03,
java高级工程师,15K-20K,南京根土农业科技有限公司,南京,5-10年,本科,20-99人,民营,创业公司/绩效奖金/年终分红/股票期权/每年多次调薪,2019-04-24 18:25:21,
初级java餐补宿 五险一金可实习,4K-6K,才秀集团,南京,不限,中专,1000-9999人,股份制企业,五险一金/年底双薪/包吃/包住/交通补助,2019-04-24 14:17:21,
Java开发工程师 1名,7K-14K,南京维拓科技股份有限公司,南京-雨花台区,3-5年,大专,100-499人,民营,五险一金/绩效奖金/股票期权/餐补/带薪年假,2019-04-23 15:16:22,
java爬虫开发工程师,10K-15K,杭州同帆科技有限公司,南京-建邺区,1-3年,本科,100-499人,民营,五险一金/带薪年假/定期体检/节日福利/加班补助,2019-04-24 08:41:49,
java开发工程师（可实习）,3K-5K,南京巅峰数据服务有限公司,南京,不限,大专,20-99人,民营,五险一金/绩效奖金/带薪年假/年底双薪/包住,2019-04-22 10:06:28,
Java开发工程师（对日）,8K-15K,南京利特嘉软件科技有限公司,南京,3-5年,本科,20-99人,股份制企业,节日福利/五险一金/加班补助/弹性工作/员工旅游,2019-04-23 10:03:25,
java开发工程师,8K-10K,南京坦道信息科技有限公司,南京,1-3年,本科,100-499人,民营,五险一金/年底双薪/加班补助/餐补/通讯补助,2019-04-23 14:10:50,
银行核心系统开发-JAVA/C语言方向,15K-20K,北京科蓝软件系统股份有限公司,南京-建邺区,1-3年,本科,1000-9999人,上市公司,五险一金/带薪年假/弹性工作/节日福利/周末双休,2019-04-23 10:30:56,
Java服务器开发工程师,10K-15K,深圳市德科信息技术有限公司南京分公司,南京,1-3年,本科,1000-9999人,股份制企业,周末双休/绩效奖金/每年多次调薪/节日福利/带薪年假,2019-04-24 13:51:34,
Java开发工程师,11K-16K,江苏万川医疗健康产业集团有限公司,南京,3-5年,本科,100-499人,股份制企业,绩效奖金/五险一金/周末双休/交通补助/餐补,2019-04-24 08:56:24,
测试工程师,4.5K-7K,南京金水尚阳信息技术有限公司,南京-栖霞区,1-3年,大专,20-99人,民营,五险一金/定期体检/节日福利/年底双薪/餐补,2019-04-23 11:03:31,
功能测试/系统测试工程师【品质测试部】,5K-7K,南京信安宝信息科技有限公司,南京,1-3年,大专,100-499人,股份制企业,五险一金/加班补助/带薪年假/节日福利/交通补助,2019-04-24 15:39:07,
架构师（南京）,15K-20K,苏州贝牛企业管理有限公司,南京,5-10年,本科,500-999人,民营,,2019-04-24 15:03:41,
全栈工程师,12K-15K,南京鲸途旅游有限公司,南京,3-5年,本科,20人以下,民营,五险一金/绩效奖金/包吃/弹性工作/创业公司,2019-04-24 23:19:59,
研发经理,20K-30K,上海尚强信息科技有限公司,南京-江宁区,3-5年,本科,20-99人,民营,五险一金/定期体检/绩效奖金/节日福利/公司重点项目,2019-04-23 14:54:29,
软件测试,7K-12K,上海尚强信息科技有限公司,南京,1-3年,本科,20-99人,民营,周末双休/五险一金/带薪年假/每年多次调薪/节日福利,2019-04-23 14:46:53,
研发经理        M,15K-30K,上海尚强信息科技有限公司,南京,5-10年,本科,20-99人,民营,创业公司/五险一金/带薪年假/年底双薪/周末双休,2019-04-23 14:46:30,
研发经理        M,15K-30K,上海尚强信息科技有限公司,南京-江宁区,5-10年,本科,20-99人,民营,创业公司/五险一金/带薪年假/年底双薪/周末双休,2019-04-23 14:46:30,
java开发初级工程师,5K-8K,天津无限高尚科技有限公司,南京-玄武区,不限,大专,100-499人,民营,每年多次调薪/五险一金/绩效奖金/餐补/员工旅游,2019-04-24 13:10:01,
java开发初级工程师,5K-8K,天津擎坤科技有限公司,南京-玄武区,不限,大专,20-99人,民营,14薪/五险一金/年底双薪/周末双休/绩效奖金,2019-04-24 13:07:52,
Java软件开发工程师（双休/五险一金）,5K-8K,天津擎坤科技有限公司,南京-建邺区,不限,大专,20-99人,民营,14薪/五险一金/年底双薪/周末双休/绩效奖金,2019-04-24 13:07:48,
售前售后技术支持工程师（南京）,8K-12K,先安科技有限公司,南京,1-3年,大专,20-99人,民营,绩效奖金/餐补/交通补助/带薪年假/补充医疗保险,2019-04-23 09:04:29,
研发工程师,8K-10K,靖江市旭飞安防工程有限公司,南京,1-3年,本科,100-499人,股份制企业,五险一金/绩效奖金/弹性工作/带薪年假/交通补助,2019-04-22 09:37:42,
java开发工程师,8K-15K,南京市宁远职业培训学校,南京-浦口区,3-5年,本科,不限,其它,交通补助/餐补/带薪年假/五险一金/绩效奖金,2019-04-22 08:49:34,
中级大数据开发工程师,15K-20K,上海巨匠软件有限公司,南京,3-5年,本科,20人以下,民营,五险一金/绩效奖金/全勤奖/带薪年假/节日福利,2019-04-20 07:37:16,
java工程师,15K-30K,紫光云数科技有限公司,南京-浦口区,5-10年,本科,1000-9999人,合资,五险一金/绩效奖金/交通补助/通讯补助/带薪年假,2019-04-20 10:50:42,
ArcGIS后端开发工程师,10K-15K,南京泛在地理信息产业研究院有限公司,南京-栖霞区,不限,本科,20-99人,民营,周末双休/五险一金/定期体检/节日福利/大牛带队,2019-04-19 19:06:47,
java开发工程师,12K-24K,北京顶象技术有限公司杭州分公司,南京,3-5年,本科,100-499人,民营,弹性工作/补充医疗保险/定期体检/大牛带队/节日福利,2019-04-19 19:22:24,
中级Java开发工程师,5K-10K,软世通信息科技集团有限公司,南京,1-3年,不限,100-499人,股份制企业,节日福利/每年多次调薪/五险一金/绩效奖金/带薪年假,2019-04-19 19:03:21,
技术平台研发主管,20K-30K,山东慧泰智能科技有限公司南京分公司,南京,3-5年,本科,100-499人,民营,五险一金/绩效奖金/年底双薪/带薪年假/通讯补助,2019-04-19 19:21:41,
数据分析,8K-15K,南京唯实科技有限公司,南京-建邺区,1-3年,本科,100-499人,民营,五险一金/加班补助/全勤奖/交通补助/餐补,2019-04-23 08:37:04,
技术运营工程师,10K-20K,亚创博彦(北京)科技有限公司,南京,3-5年,本科,100-499人,合资,,2019-04-22 23:06:25,
安全工程师,10K-15K,江苏电力信息技术有限公司,南京,3-5年,本科,100-499人,其它,,2019-04-23 17:13:22,
高级软件项目经理,30K-50K,能拓能源股份有限公司,南京-鼓楼区,5-10年,本科,500-999人,上市公司,五险一金/节日福利/员工旅游/带薪年假,2019-04-22 15:15:05,
电网生产管理系统方向软件研发11,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-24 11:08:58,
电网生产管理系统方向软件研发12,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-24 11:08:46,
电网调度方向工程项目管理,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-24 11:02:46,
中高级web前端（财政云产品部）,15K-20K,北京用友政务软件股份有限公司,南京,3-5年,本科,1000-9999人,民营,餐补/弹性工作/带薪年假/交通补助/免费班车,2019-04-24 11:11:17,
调度管理方向软件研发,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-24 11:17:20,
项目经理,10K-15K,江苏运时数据软件股份有限公司,南京,3-5年,本科,100-499人,民营,五险一金/绩效奖金/股票期权/餐补/交通补助,2019-04-23 16:05:22,
软件研发,薪资面议,国网电力科学研究院有限公司,南京,1-3年,本科,不限,国企,,2019-04-24 09:37:26,
php程序员,4K-6K,大军集团有限责任公司,南京-玄武区,1-3年,大专,100-499人,民营,年底双薪/包吃/包住/无试用期/五险一金,2019-04-23 10:37:47,
高级Android工程师,10K-20K,惠龙易通国际物流股份有限公司,南京,3-5年,大专,500-999人,民营,五险一金/包住/免费班车/节日福利,2019-04-24 08:38:18,
大数据系统架构师,15K-25K,江苏省未来网络创新研究院,南京,5-10年,本科,100-499人,事业单位,每年多次调薪/绩效奖金/交通补助/餐补/通讯补助,2019-04-23 08:19:38,
系统架构工程师,8K-15K,四川宝能电力工程设计有限公司南京分公司,南京,3-5年,本科,20-99人,民营,五险一金/绩效奖金/包住/餐补/带薪年假,2019-04-22 19:23:03,
信息管理员,5K-9K,江苏诺高科技有限公司,南京,3-5年,本科,20-99人,民营,五险一金/定期体检/员工旅游/节日福利/周末双休,2019-04-22 10:49:22,
软件测试工程师,5K-8K,上海颉硕信息科技有限公司,南京-玄武区,3-5年,大专,100-499人,民营,周末双休/五险一金/年底双薪/餐补/带薪年假,2019-04-23 11:47:40,
架构工程师,20K-30K,江苏爱同医养产业有限公司,南京,3-5年,本科,20-99人,民营,五险一金/周末双休/绩效奖金/定期体检/餐补,2019-04-22 13:43:08,
it工程师,8K-12K,江苏时讯捷通讯有限公司,南京,1-3年,大专,20-99人,民营,五险一金/带薪年假/定期体检/绩效奖金,2019-04-23 17:15:40,
安卓Android工程师,10K-15K,南京爱服优软件科技有限公司,南京-雨花台区,1-3年,不限,20-99人,民营,五险一金/绩效奖金,2019-04-23 16:42:23,
中级安卓研发工程师 ,12K-14K,江苏鼎集智能科技股份有限公司,南京-雨花台区,3-5年,本科,20-99人,股份制企业,五险一金/全勤奖/带薪年假,2019-04-21 17:58:09,
