job_name,salary,company,work_addr,work_year,education,company_size,state,welfare,modify_time,
H5开发工程师,7K-13K,江苏南大先腾信息产业股份有限公司,南京,1-3年,大专,100-499人,上市公司,五险一金/交通补助/餐补/带薪年假/定期体检,2019-04-24 08:53:00,
android开发工程师（常驻南通）,8K-12K,南通祥福和网络科技有限公司,南京-雨花台区,1-3年,大专,20-99人,民营,创业公司/五险一金/包吃/包住/节日福利,2019-04-23 08:39:32,
赴日软件开发人员,15K-30K,株式会社レッツ·ビジネスブレーン,南京,不限,大专,20-99人,外商独资,五险一金/交通补助/定期体检/住房补贴,2019-04-22 09:19:13,
web前端,9K-18K,南京圣唯思科技有限公司,南京,3-5年,本科,20-99人,民营,,2019-04-24 21:50:08,
java研发工程师,15K-20K,北京瀚思安信科技有限公司,南京-江宁区,3-5年,本科,100-499人,民营,周末双休/餐补/弹性工作/节日福利/五险一金,2019-04-22 09:51:49,
高级java工程师,15K-20K,北京声迅电子股份有限公司,南京-栖霞区,5-10年,本科,100-499人,股份制企业,五险一金/通讯补助/餐补/加班补助/带薪年假,2019-04-22 10:08:54,
java中级工程师,8K-16K,南京三六零网络信息技术有限公司,南京,3-5年,本科,100-499人,民营,五险一金/带薪年假/员工旅游/定期体检/每年多次调薪,2019-04-23 08:55:28,
java工程师,7K-12K,江苏东交工程设计顾问有限公司,南京,3-5年,大专,100-499人,上市公司,,2019-04-24 09:49:10,
测试开发工程师,15K-30K,南京硅基智能科技有限公司,南京,不限,本科,100-499人,民营,,2019-04-23 09:48:58,
IT-软件开发工程师（OA方向）,6K-8K,吉宝通讯（南京）有限公司,南京-江宁区,3-5年,大专,10000人以上,外商独资,五险一金/包住/餐补/补充医疗保险/带薪年假,2019-04-24 09:03:08,
高级Java工程师,10K-20K,惠龙易通国际物流股份有限公司,南京,3-5年,本科,500-999人,民营,五险一金/包住/免费班车/节日福利,2019-04-24 08:38:14,
前端开发工程师,12K-16K,南京药育智能科技有限公司,南京,3-5年,本科,100-499人,民营,五险一金,2019-04-24 09:21:12,
CesiumJs三维GIS\threeJS BIM开发程师 ,8K-15K,太通建设有限公司,南京,1-3年,本科,100-499人,民营,包住/包吃/弹性工作/节日福利/周末双休,2019-04-24 17:29:25,
前端实习生,4K-6K,苏州云柯数据服务有限公司,南京-雨花台区,无经验,大专,100-499人,民营,五险一金/绩效奖金/包住/交通补助/全勤奖,2019-04-24 19:14:38,
中高级android开发工程师(001205),13K-25K,启迪国信科技有限公司,南京-雨花台区,3-5年,本科,100-499人,民营,,2019-04-24 10:50:45,
急招服务器开发工程师,8K-15K,深圳市德科信息技术有限公司南京分公司,南京,1-3年,大专,1000-9999人,股份制企业,周末双休/绩效奖金/每年多次调薪/节日福利/带薪年假,2019-04-23 17:29:47,
运维开发工程师,6K-8K,南京同庆科技有限公司,南京-玄武区,1-3年,大专,20-99人,民营,五险一金/包吃/包住/交通补助/房补,2019-04-23 13:06:16,
急招JAVA软件实习生(本科在读,技术储备),4K-6K,江苏耀东文化传媒有限公司,南京,不限,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/全勤奖/包住,2019-04-24 10:14:49
Java初级程序员实习生助理,4K-6K,江苏耀东文化传媒有限公司,南京,不限,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/全勤奖/包住,2019-04-24 10:14:50,
JAVA软件研发,薪资面议,国网电力科学研究院有限公司,南京,3-5年,本科,不限,国企,,2019-04-23 14:19:42,
Java实习生（18/19届）,3.5K-5K,南京德俊仁广告有限公司,南京,不限,大专,100-499人,民营,五险一金/周末双休/员工旅游/高温补贴/节日福利,2019-04-22 10:25:06,
软件研发工程师（JAVA中级）,9K-11K,南京名都智能科技有限公司,南京,3-5年,大专,100-499人,民营,五险一金/绩效奖金/加班补助/交通补助/餐补,2019-04-23 16:54:43,
手机APP软件开发工程师/助理（双休+餐补）,4K-6K,南京网燃网络科技有限公司,南京,不限,大专,100-499人,股份制企业,五险一金/年底双薪/绩效奖金/全勤奖/带薪年假,2019-04-22 13:47:39,
JAVA软件研发2,薪资面议,国网电力科学研究院有限公司,南京,不限,本科,不限,国企,,2019-04-23 14:17:16,
Java工程师,10K-15K,狄邦教育集团,南京-鼓楼区,1-3年,本科,1000-9999人,民营,五险一金/绩效奖金/餐补/带薪年假/补充医疗保险,2019-04-23 17:31:53,
JAVA软件工程师HZ14021,5K-8K,鼎捷软件股份有限公司,南京,不限,大专,1000-9999人,上市公司,五险一金/补充医疗保险/定期体检/节日福利/带薪年假,2019-04-24 09:06:33,
JAVA web工程师,8K-10K,江苏南大先腾信息产业股份有限公司,南京,1-3年,本科,100-499人,上市公司,五险一金/绩效奖金/交通补助/餐补/带薪年假,2019-04-24 08:52:59,
资深Java软件工程师,15K-20K,南京明鼎教育科技有限公司,南京-秦淮区,3-5年,本科,500-999人,民营,五险一金/年底双薪/绩效奖金/餐补/带薪年假,2019-04-23 18:12:14,
C#开发（2019届）,5K-7K,鼎捷软件股份有限公司,南京,无经验,本科,1000-9999人,上市公司,节日福利/五险一金/年底双薪/餐补/通讯补助,2019-04-24 09:07:24,
软件工程师（JAVA方向）,10K-15K,国睿科技股份有限公司,南京-江宁区,无经验,本科,1000-9999人,国企,周末双休/五险一金/年底双薪/绩效奖金/加班补助,2019-04-22 09:15:29,
ERP开发工程师,12K-15K,南京正大天晴制药有限公司,南京,1-3年,本科,1000-9999人,合资,五险一金/周末双休/交通补助/餐补/免费班车,2019-04-24 08:31:28,
java工程师,10K-20K,深圳市德科信息技术有限公司南京分公司,南京,3-5年,大专,1000-9999人,股份制企业,五险一金/全勤奖/带薪年假/节日福利/周末双休,2019-04-23 10:06:41,
Java资深软件工程师HZ18023,8K-16K,鼎捷软件股份有限公司,南京,3-5年,大专,1000-9999人,上市公司,五险一金/绩效奖金/餐补/带薪年假/补充医疗保险,2019-04-24 09:05:55,
急聘-java工程师,10K-20K,深圳市德科信息技术有限公司南京分公司,南京,3-5年,大专,1000-9999人,股份制企业,周末双休/绩效奖金/股票期权/每年多次调薪/五险一金,2019-04-23 10:06:40,
开发经理,15K-20K,江苏铠硕信息技术有限公司,南京-建邺区,5-10年,大专,20-99人,民营,五险一金/年底双薪/绩效奖金/交通补助/通讯补助,2019-04-22 08:59:47,
jsp开发工程师,8K-10K,南京安杰信息科技有限公司,南京,1-3年,本科,20-99人,民营,周末双休/五险一金/全勤奖/定期体检/员工旅游,2019-04-23 09:57:52,
JAVA工程师,10K-15K,南京紫金普惠商务咨询有限公司,南京,3-5年,本科,500-999人,民营,节日福利/五险一金/绩效奖金/交通补助/餐补,2019-04-22 11:39:40,
高级研发工程师（java),15K-20K,全椒明德软件科技有限公司,南京,5-10年,本科,20-99人,民营,五险一金/周末双休,2019-04-22 16:41:20,
java软件工程师,8K-15K,南京亚信网络科技有限公司,南京-雨花台区,3-5年,本科,1000-9999人,民营,五险一金/带薪年假/弹性工作/免费班车/节日福利,2019-04-23 09:37:52,
Android开发工程师,12K-24K,北京顺源开华科技有限公司,南京-建邺区,3-5年,本科,100-499人,民营,免费班车/员工旅游/五险一金/带薪年假/弹性工作,2019-04-24 17:08:12,
web前端初级工程师,8K-16K,南京麦思伦信息科技有限公司,南京,1-3年,本科,100-499人,民营,五险一金/绩效奖金/带薪年假/节日福利/免费班车,2019-04-24 19:07:28,
多媒体软件开发工程师,8K-10K,南京思德展示科技股份有限公司,南京,1-3年,大专,100-499人,股份制企业,绩效奖金/节日福利/交通补助/餐补/通讯补助,2019-04-24 09:20:19,
java高级工程师,15K-20K,爬山虎科技股份有限公司,南京-江宁区,5-10年,本科,100-499人,民营,五险一金/绩效奖金/年终分红,2019-04-23 19:06:28,
软件开发工程师,8K-16K,江苏谷峰电力科技股份有限公司,南京,1-3年,本科,100-499人,民营,节日福利/五险一金/带薪年假/弹性工作/公司重点项目,2019-04-23 14:03:02,
java高级软件工程师（南京）,8K-11K,南京瑞玥科技有限公司,南京-鼓楼区,3-5年,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/餐补/带薪年假,2019-04-24 10:51:10,
java工程师,6K-8K,江苏东交工程设计顾问有限公司,南京,1-3年,大专,100-499人,上市公司,五险一金/交通补助/餐补/通讯补助/节日福利,2019-04-24 09:49:10,
android开发工程师,8K-15K,南京名都智能科技有限公司,南京,1-3年,本科,100-499人,民营,周末双休/五险一金/带薪年假/员工旅游/节日福利,2019-04-23 16:54:43,
MES工程师,7K-10K,安施德(上海)商务咨询有限公司,南京-溧水区,1-3年,本科,1000-9999人,外商独资,五险一金/通讯补助/带薪年假/定期体检/员工旅游,2019-04-24 19:15:30,
研发工程师(JAVA),12.5K-25K,小沃科技有限公司,南京-建邺区,3-5年,本科,100-499人,国企,五险一金/绩效奖金/交通补助/通讯补助/带薪年假,2019-04-21 13:14:53,
Java工程师,8K-12K,江苏铠硕信息技术有限公司,南京-建邺区,3-5年,大专,20-99人,民营,五险一金/年底双薪/绩效奖金/交通补助/通讯补助,2019-04-22 08:59:47,
地理信息GIS软件开发工程师,4K-6K,江苏启飞应用航空科技有限公司,南京,3-5年,本科,20-99人,民营,创业公司/五险一金/年底双薪/绩效奖金/节日福利,2019-04-23 10:58:33,
android开发工程师,10K-15K,深圳极联信息技术股份有限公司,南京,3-5年,大专,100-499人,不限,员工旅游/节日福利/五险一金/绩效奖金/带薪年假,2019-04-24 13:12:09,
java工程师,8K-10K,江苏百锐金融信息服务有限公司,南京,3-5年,本科,20-99人,民营,缴纳五险/节日福利/定期团建/公司重点项目,2019-04-22 19:50:39,
 java高级工程师,16K-25K,南京微伊猫珠宝有限公司,南京,5-10年,本科,100-499人,民营,健身俱乐部/绩效奖金/加班补助/员工旅游/周末双休,2019-04-23 10:42:34,
移动前端开发工程师,9K-12K,江苏建威建设管理有限公司,南京,3-5年,大专,100-499人,股份制企业,,2019-04-23 10:45:38,
java高级工程师,10K-18K,南京金龙客车制造有限公司,南京-溧水区,5-10年,本科,1000-9999人,民营,免费班车/节日福利/餐补/包住/五险一金,2019-04-24 16:32:21,
中级C++软件开发工程师,10K-15K,航天壹进制(南京)数据科技有限公司,南京,3-5年,本科,100-499人,国企,五险一金/年底双薪/加班补助/交通补助/餐补,2019-04-23 09:34:43,
Android开发工程师,7K-10K,郑州一迅软件科技有限公司,南京,1-3年,大专,20-99人,民营,五险一金,2019-04-24 08:54:33,
java高级工程师,12K-16K,南京三六零网络信息技术有限公司,南京,5-10年,本科,100-499人,民营,五险一金/带薪年假/员工旅游/定期体检/每年多次调薪,2019-04-23 08:55:28,
服务器端开发工程师,10K-18K,江苏易启策网络科技有限公司,南京,3-5年,本科,20人以下,民营,五险一金/加班补助/带薪年假/弹性工作/节日福利,2019-04-20 00:50:30,
java中级工程师,10K-15K,爬山虎科技股份有限公司,南京-江宁区,3-5年,本科,100-499人,民营,创业公司/五险一金/绩效奖金/节日福利,2019-04-22 19:23:51,
Android应用开发工程师,6K-12K,南京英莫特信息科技有限公司,南京,1-3年,大专,20-99人,民营,五险一金/节日福利/带薪年假,2019-04-23 14:18:49,
Java高级研发工程师,12K-15K,江苏鼎集智能科技股份有限公司,南京-雨花台区,5-10年,本科,20-99人,股份制企业,,2019-04-21 17:40:43,
高级测试工程师,15K-20K,厦门纳龙科技有限公司,南京,5-10年,本科,100-499人,民营,周末双休/五险一金/年底双薪/绩效奖金/带薪年假,2019-04-24 09:02:50,
软件测试工程师,6K-10K,南京恒歌零一信息科技有限公司,南京,1-3年,本科,20-99人,民营,五险一金/绩效奖金/定期体检/员工旅游/节日福利,2019-04-24 14:12:33,
软件工程师java,7.5K-15K,江苏格睿特信息科技有限公司,南京,3-5年,本科,20-99人,股份制企业,五险一金/绩效奖金/餐补/不加班/周末双休,2019-04-22 13:29:23,
安卓开发实习生,2K-4K,南京汇昱达文化传媒有限公司,南京,无经验,本科,20-99人,民营,五险一金/绩效奖金/全勤奖/带薪年假/定期体检,2019-04-22 09:41:26,
java工程师,6.5K-8K,江苏东交工程设计顾问有限公司,南京-栖霞区,1-3年,大专,100-499人,上市公司,五险一金/交通补助/餐补/通讯补助/补充医疗保险,2019-04-24 09:49:10,
大数据开发工程师,9K-17K,杭州三汇数字信息技术有限公司南京分公司,南京-雨花台区,1年以下,本科,1000-9999人,民营,节日福利/14薪/五险一金/交通补助/餐补,2019-04-24 13:28:15,
嵌入式/C++/开发方向实习生,4K-6K,苏州达内信息科技有限公司,南京,不限,中专,1000-9999人,上市公司,五险一金/年底双薪/绩效奖金/全勤奖/加班补助,2019-04-24 08:42:35,
高级软件工程（JAVA）,薪资面议,烽火通信科技股份有限公司,南京,3-5年,本科,10000人以上,国企,,2019-04-22 09:49:33,
java开发工程师,20K-30K,南京航空航天大学,南京,1-3年,硕士,1000-9999人,事业单位,五险一金/弹性工作/项目奖金/试用期全额,2019-04-24 16:08:29,
软件开发工程师（行情服务器）,薪资面议,东方财富信息股份有限公司,南京,不限,本科,1000-9999人,上市公司,周末双休/五险一金/绩效奖金/带薪年假/定期体检,2019-04-24 12:12:36,
JAVA工程师,12K-20K,苏州朗拓软件有限公司南京分公司,南京-玄武区,3-5年,本科,100-499人,合资,五险一金/带薪年假/定期体检/节日福利,2019-04-24 11:19:48,
java,薪资面议,中软国际科技服务有限公司深圳分公司,南京-玄武区,3-5年,本科,10000人以上,上市公司,五险一金/绩效奖金/节日福利/每年多次调薪/全额公积金,2019-04-23 10:22:10,
Java工程师,5K-10K,南京嘉腾维新软件有限公司,南京,1-3年,本科,100-499人,外商独资,五险一金/年底双薪/交通补助/餐补/带薪年假,2019-04-24 10:02:22,
java高级工程师,8K-15K,北京先进数通信息技术股份公司,南京,3-5年,本科,1000-9999人,股份制企业,五险一金/年底双薪/餐补/通讯补助/带薪年假,2019-04-24 10:16:41,
增值产品开发工程师（做五休二）190225,6K-8K,上海如创网络技术有限公司,南京,不限,不限,100-499人,民营,周末双休/五险一金/绩效奖金/节日福利,2019-04-24 13:44:43,
android开发工程师,7K-12K,南京智杰物联科技股份有限公司,南京-江宁区,3-5年,本科,20-99人,民营,带薪年假/五险一金,2019-04-22 11:56:56,
转行IT开发学徒/软件测试实习生,4K-6K,南京正诺软件技术有限公司,南京,不限,大专,100-499人,民营,14薪/五险一金/绩效奖金/每年多次调薪/年底双薪,2019-04-23 10:06:49,
诚聘Java讲师,10K-15K,北大青鸟南京协同校区,南京-玄武区,3-5年,本科,100-499人,民营,五险一金/绩效奖金/全勤奖/餐补/带薪年假,2019-04-22 14:02:06,
java工程师,4K-6K,南京融域金融信息服务有限公司,南京,1年以下,大专,20-99人,民营,五险一金/周末双休/定期体检/高温补贴/绩效奖金,2019-04-20 19:55:20,
实习生网络游戏测试体验员,4K-6K,南京达内为上信息技术有限公司,南京,不限,中专,1000-9999人,外商独资,五险一金/年底双薪/绩效奖金/包住/包吃,2019-04-24 11:07:03,
java,10K-12K,南京卓力昕汽车服务股份有限公司,南京-秦淮区,3-5年,大专,20-99人,民营,五险一金/绩效奖金/交通补助/通讯补助/带薪年假,2019-04-24 19:11:04,
android开发工程师,15K-20K,江苏鑫合易家信息技术有限责任公司,南京,1-3年,本科,20-99人,合资,五险一金/绩效奖金/餐补/通讯补助/带薪年假,2019-04-22 09:33:10,
java研发工程师,15K-30K,孩子王儿童用品股份有限公司,南京-江宁区,3-5年,本科,10000人以上,民营,五险一金/绩效奖金/餐补/带薪年假/定期体检,2019-04-24 11:26:49,
软件开发工程师（中级）,6K-10K,北京国研数通软件技术有限公司南京分公司,南京,3-5年,本科,20-99人,国企,五险一金/补充医疗保险/定期体检,2019-04-24 10:00:28,
开发工程师,6K-10K,南京泰瑞信息技术有限公司,南京,3-5年,本科,100-499人,民营,五险一金,2019-04-24 09:04:28,
软件开发工程师,15K-30K,常宁数据产业(常州)有限公司,南京-鼓楼区,3-5年,本科,100-499人,合资,创业公司/五险一金/绩效奖金/交通补助/通讯补助,2019-04-24 09:27:47,
软件开发,10K-20K,常宁数据产业(常州)有限公司,南京-鼓楼区,不限,本科,100-499人,合资,创业公司/五险一金/绩效奖金/交通补助/通讯补助,2019-04-24 09:27:47,
java工程师,7K-13K,江苏辉海信息科技有限公司,南京-江宁区,1-3年,大专,20-99人,民营,五险一金/年底双薪/加班补助/带薪年假/补充医疗保险,2019-04-24 09:11:02,
Java高级开发工程师,20K-30K,南京航空航天大学,南京,1-3年,硕士,1000-9999人,事业单位,五险一金/弹性工作/项目奖金/试用期全额,2019-04-24 16:03:05,
前端开发,6K-8K,南京宝玮科技有限公司,南京-鼓楼区,1-3年,大专,100-499人,民营,五险一金/绩效奖金/年终分红/加班补助/带薪年假,2019-04-24 10:11:00,
Java高级开发工程师,10K-18K,南京艾联科通讯科技有限公司,南京,5-10年,本科,20-99人,外商独资,五险一金/股票期权/交通补助/通讯补助/带薪年假,2019-04-22 10:34:29,
Java高级开发工程师,10K-15K,江苏户传科技有限公司,南京,3-5年,本科,20-99人,民营,五险一金/绩效奖金/定期体检/带薪年假/节日福利,2019-04-24 08:50:13,
Java开发工程师(实习),4K-6K,南京正诺软件技术有限公司,南京,不限,大专,100-499人,民营,14薪/五险一金/绩效奖金/每年多次调薪/年底双薪,2019-04-23 10:06:49,
JAVA开发工程师,7K-10K,南京云朗软件有限公司,南京,3-5年,大专,20-99人,民营,五险一金/年底双薪/绩效奖金/年终分红/全勤奖,2019-04-23 11:15:28,
java开发工程师,10K-18K,南京先越信息科技有限公司,南京,5-10年,大专,100-499人,民营,五险一金/加班补助/节日福利,2019-04-22 10:54:09,
初级Java开发工程师/Java实习生,4K-6K,南京正诺软件技术有限公司,南京,不限,大专,100-499人,民营,14薪/五险一金/绩效奖金/每年多次调薪/年底双薪,2019-04-23 10:06:49,
Java开发实习生/java开发助理/java程序员,4K-6K,南京正诺软件技术有限公司,南京,不限,大专,100-499人,民营,14薪/五险一金/绩效奖金/每年多次调薪/年底双薪,2019-04-23 10:06:49,
JAVA开发工程师-南京,8K-15K,中电福富信息科技有限公司,南京,1-3年,本科,1000-9999人,国企,,2019-04-23 08:49:34,
java开发工程师,6K-8K,北京信奇视界科技有限公司,南京-鼓楼区,1-3年,本科,100-499人,民营,五险一金/年终分红/餐补/带薪年假,2019-04-22 18:14:52,
java开发工程师,8K-15K,上海中信信息发展股份有限公司,南京,3-5年,本科,1000-9999人,上市公司,五险一金/周末双休/餐补/高温补贴/节日福利,2019-04-23 12:58:44,
初中级java开发工程师,9K-16K,南京亚信网络科技有限公司,南京-雨花台区,1-3年,本科,1000-9999人,民营,五险一金/绩效奖金/房补/餐补/交通补助,2019-04-23 09:38:13,
java服务器开发工程师,8K-10K,南京讯卡网络科技有限公司,南京-雨花台区,3-5年,大专,20-99人,民营,五险一金,2019-04-22 10:32:10,
资深java开发工程师,10K-15K,南京星通北斗软件技术有限公司,南京,3-5年,本科,20-99人,股份制企业,五险一金/绩效奖金/全勤奖/交通补助/带薪年假,2019-04-24 13:56:56,
JAVA开发（2019届）,5K-7K,鼎捷软件股份有限公司,南京,不限,本科,1000-9999人,上市公司,节日福利/五险一金/年底双薪/餐补/通讯补助,2019-04-24 09:06:34,
数据开发工程师（2020届实习）,2K-4K,焦点科技股份有限公司,南京,无经验,本科,1000-9999人,上市公司,包吃/免费班车,2019-04-23 09:35:57,
总部-安卓开发工程师-2019届应届生,4K-8K,孩子王儿童用品股份有限公司,南京,不限,本科,10000人以上,民营,节日福利/五险一金/绩效奖金/餐补/通讯补助,2019-04-24 11:25:56,
软件开发中级工程师（IOS）,10K-15K,福建新大陆软件工程有限公司,南京,3-5年,本科,1000-9999人,民营,节日福利/五险一金/年底双薪/绩效奖金/通讯补助,2019-04-24 13:49:49,
软件开发工程师（2020届实习）,2K-4K,焦点科技股份有限公司,南京,无经验,本科,1000-9999人,上市公司,包吃/免费班车,2019-04-23 09:34:08,
国企直招Java开发工程师 高薪稳定,4K-6K,南京正诺软件技术有限公司,南京,不限,大专,100-499人,民营,14薪/五险一金/绩效奖金/每年多次调薪/年底双薪,2019-04-23 10:06:49,
中级Java开发工程师（工作地点-南京）,10K-20K,上海捷奥软件股份有限公司,南京,3-5年,本科,100-499人,民营,五险一金/项目奖金/晋升空间/定期体检/带薪年假,2019-04-24 17:00:13,
java开发,6K-8K,南京博盛医疗管理有限公司,南京,1-3年,大专,100-499人,民营,节日福利/绩效奖金/餐补/房补/带薪年假,2019-04-24 12:24:09,
Java 中级开发工程师,10K-15K,南京明鼎教育科技有限公司,南京,3-5年,本科,500-999人,民营,五险一金/绩效奖金/餐补,2019-04-23 18:12:14,
java开发工程师,6K-12K,山东昭元信息科技有限公司,南京,3-5年,大专,20-99人,其它,五险一金/绩效奖金/餐补/通讯补助/定期体检,2019-04-23 13:44:21,
JAVA开发工程师 （华为业务线）,4K-6K,南京正诺软件技术有限公司,南京,不限,大专,100-499人,民营,14薪/五险一金/绩效奖金/每年多次调薪/年底双薪,2019-04-23 09:25:55,
Java开发工程师,6K-10K,南京儒道科技有限公司,南京-秦淮区,1-3年,不限,20-99人,民营,餐补/通讯补助/弹性工作/加班补助/五险一金,2019-04-22 09:08:44,
Java开发工程师,6K-10K,南京泛盈信息科技有限公司,南京,1-3年,本科,20-99人,民营,五险一金/年底双薪/带薪年假/定期体检/节日福利,2019-04-23 17:27:15,
中级java开发工程师（南京）,10K-15K,北京开科唯识技术有限公司深圳分公司,南京-秦淮区,3-5年,大专,500-999人,民营,五险一金/周末双休/餐补/定期体检/带薪年假,2019-04-23 11:32:39,
高级java开发工程师,14K-20K,江苏盈达信息技术有限公司,南京-建邺区,3-5年,本科,100-499人,民营,五险一金/交通补助/餐补/补充医疗保险/定期体检,2019-04-22 10:58:11,
java开发工程师+六险一金+双休+各类补贴,8K-10K,江苏萨芳纳健康科技有限公司,南京,3-5年,大专,20-99人,合资,周末双休/交通补助/五险一金/节日福利/免费班车,2019-04-21 21:03:51,
可实习JAVA开发工程师,5K-8K,南京良知行软件技术有限公司,南京-雨花台区,不限,大专,20-99人,民营,五险一金/绩效奖金/带薪年假/定期体检/员工旅游,2019-04-22 09:17:20,
高级java开发工程师,12K-18K,南京泛盈信息科技有限公司,南京,3-5年,本科,20-99人,民营,年底双薪/节日福利/五险一金/定期体检,2019-04-23 17:27:27,
java开发工程师,8K-15K,北京铭泰金科信息技术有限公司,南京-建邺区,1-3年,本科,500-999人,民营,五险一金/绩效奖金/餐补/带薪年假,2019-04-23 15:48:24,
JAVA开发工程师,8K-10K,郑州一迅软件科技有限公司,南京,1-3年,大专,20-99人,民营,五险一金/节日福利,2019-04-24 08:54:23,
java开发工程师,8K-10K,南京金寓信息科技有限公司,南京,1-3年,本科,20-99人,民营,五险一金/周末双休/绩效奖金/年终分红/带薪年假,2019-04-23 14:54:16,
Java开发实习生(2019应届生),2.5K-5K,北京荣之联科技股份有限公司,南京-栖霞区,1年以下,大专,1000-9999人,上市公司,五险一金/绩效奖金/年终分红/节日福利,2019-04-23 12:16:38,
Java开发实习生（在校生）,1K-2K,北京荣之联科技股份有限公司,南京-栖霞区,不限,本科,1000-9999人,上市公司,五险一金/带薪年假/免费班车/员工旅游/交通补助,2019-04-23 12:16:38,
Java开发工程师,10K-15K,郑州昱睿软件科技有限公司,南京,3-5年,本科,20-99人,民营,定期体检/补充医疗保险/节日福利/员工旅游/年底双薪,2019-04-24 10:07:01,
java开发工程师,5K-8K,江苏大众书局商务服务有限公司,南京,1-3年,大专,20-99人,股份制企业,五险一金/周末双休/节日福利,2019-04-24 08:50:23,
双休五险一金聘高级Java开发,15K-20K,南京索真信息技术有限公司,南京-浦口区,5-10年,大专,100-499人,民营,五险一金/交通补助/餐补/带薪年假/弹性工作,2019-04-22 11:18:30,
java开发工程师,10K-15K,南京胤弘菱信息技术有限公司,南京,1-3年,大专,20-99人,民营,免息房贷/五险一金/绩效奖金/股票期权/弹性工作,2019-04-22 09:00:05,
Java开发工程师,4K-6K,华阳保险销售有限公司江苏分公司,南京,不限,不限,10000人以上,其它,,2019-04-21 19:52:38,
java开发工程师,8K-10K,上海海得控制系统股份有限公司,南京,1-3年,大专,1000-9999人,上市公司,,2019-04-22 12:47:41,
java高级开发工程师,10K-20K,南京中兴力维软件有限公司,南京-江宁区,1-3年,本科,1000-9999人,合资,交通补助/餐补/带薪年假/定期体检/六险一金,2019-04-24 09:59:13,
JAVA开发工程师,10K-15K,高弗特科技股份(上海)有限公司,南京-雨花台区,3-5年,本科,20-99人,股份制企业,五险一金/餐补/节日福利/带薪年假,2019-04-23 15:21:16,
java开发工程师,4K-8K,南京汇昱达文化传媒有限公司,南京,1-3年,本科,20-99人,民营,五险一金/绩效奖金/全勤奖/带薪年假/定期体检,2019-04-22 09:41:26,
JAVA开发软件工程师双休,8K-10K,江苏瑞祥商务有限公司,南京-秦淮区,不限,本科,100-499人,股份制企业,五险一金/年底双薪/定期体检/节日福利/绩效奖金,2019-04-22 13:13:35,
JAVA开发工程师,8K-15K,德讯科技股份有限公司,南京,3-5年,大专,100-499人,股份制企业,周末双休/五险一金/年底双薪/绩效奖金/餐补,2019-04-22 10:04:04,
实习嵌入式/Java/php开发助理,4K-6K,南京华信智原教育科技有限公司,南京,不限,大专,100-499人,民营,五险一金/年底双薪/绩效奖金/加班补助/全勤奖,2019-04-23 10:21:36,
高级Java开发工程师-南京,10K-15K,北京开科唯识技术有限公司深圳分公司,南京-玄武区,5-10年,本科,500-999人,民营,五险一金/周末双休/餐补/定期体检/每年多次调薪,2019-04-23 11:32:22,
Java开发工程师,10K-15K,北京红云融通技术有限公司,南京,3-5年,本科,100-499人,民营,五险一金/带薪年假/弹性工作/补充医疗保险/定期体检,2019-04-22 09:57:27,
java开发工程师,8K-15K,北京科瑞明软件有限公司,南京,3-5年,本科,100-499人,民营,五险一金/餐补/带薪年假/定期体检/员工旅游,2019-04-22 10:24:24,
java开发工程师,10K-15K,赞同科技股份有限公司,南京-鼓楼区,3-5年,本科,1000-9999人,民营,五险一金/餐补/通讯补助,2019-04-22 14:24:00,
Java开发工程师HL18001,6K-12K,鼎捷软件股份有限公司,南京,1-3年,本科,1000-9999人,上市公司,健身俱乐部/五险一金/餐补/通讯补助/带薪年假,2019-04-24 09:06:38,
java开发工程师,5K-8K,南京明锐商贸有限公司,南京,不限,大专,500-999人,民营,14薪/周末双休/五险一金/年底双薪/房补,2019-04-24 13:14:03,
资深java开发项目经理技术经理 ,20K-28K,舟谱数据技术南京有限公司,南京,5-10年,本科,100-499人,民营,五险一金/绩效奖金/股票期权/弹性工作/员工旅游,2019-04-23 10:28:33,
java开发初级工程师,4K-6K,南京明锐商贸有限公司,南京-玄武区,不限,大专,500-999人,民营,14薪/周末双休/五险一金/年底双薪/房补,2019-04-24 13:14:03,
Java开发工程师（南京）,7K-11K,上海浩方信息技术有限公司,南京-玄武区,1-3年,大专,100-499人,民营,五险一金/加班补助/带薪年假/弹性工作/定期体检,2019-04-23 10:32:12,
Java 前后端开发 大数据,12K-16K,南京亚信网络科技有限公司,南京,3-5年,本科,1000-9999人,民营,五险一金/绩效奖金/房补/餐补/交通补助,2019-04-23 09:38:13,
初级Java开发工程师-南京,8K-10K,北京开科唯识技术有限公司深圳分公司,南京-玄武区,1-3年,本科,500-999人,民营,五险一金/周末双休/餐补/定期体检/每年多次调薪,2019-04-23 11:32:22,
软件开发工程师（C++/java）,8K-15K,航天壹进制(南京)数据科技有限公司,南京-秦淮区,1-3年,本科,100-499人,国企,五险一金/年底双薪/绩效奖金/年终分红/餐补,2019-04-23 09:34:43,
java开发工程师,10K-15K,北京中软联动科技有限公司,南京,1-3年,本科,100-499人,股份制企业,五险一金/加班补助/弹性工作/不加班/节日福利,2019-04-24 09:27:48,
